37,Long March 4,Long March 4B,China,Medium lift expendable launch vehicle,"4,200 kg (9,300 lb)","1,500 kg (3,300 lb)","2,800 kg (6,200 lb) to SSO",1999,CALT,In service,[125]
38,Long March 4,Long March 4C,China,Medium lift expendable launch vehicle,"4,200 kg (9,300 lb)","1,500 kg (3,300 lb)","2,800 kg (6,200 lb) to SSO",2006,CALT,In service,[125]
39,Long March 5,Long March 5,China,Heavy lift expendable launch vehicle,"25,000 kg (55,000 lb) (200 km (120 mi) x 400 km (250 mi))","14,000 kg (31,000 lb)","8,200 kg (18,100 lb) to TLI",2016,CALT,Under development,[126]
40,Long March 6,Long March 6,China,Small lift expendable launch vehicle,,,"1,080 kg (2,380 lb) to 700 km (430 mi) (SSO)",2015,CALT,In service,[127]
41,Long March 7,Long March 7,China,Medium lift expendable launch vehicle,"13,500 kg (29,800 lb) (200 km (120 mi) x 400 km (250 mi))","5,500 kg (12,100 lb)",,2016,CALT,In service,[128]
42,Long March 11,Long March 11,China,Small lift expendable launch vehicle,"700 kg (1,500 lb)",,350 kg (770 lb) to 700 km (430 mi) (Sun-synchronous orbit),2015,CALT,In service,[129]
43,Mu (rocket family),Mu-3C,Japan,Small lift expendable launch vehicle,195 kg (430 lb),,,1974,ISAS/Nissan/IHI,Retired,[130]
44,Mu (rocket family),Mu-3H,Japan,Small lift expendable launch vehicle,300 kg (660 lb),,,1977,ISAS/Nissan/IHI,Retired,[130]
45,Mu (rocket family),Mu-3S,Japan,Small lift expendable launch vehicle,300 kg (660 lb),,,1980,ISAS/Nissan/IHI,Retired,[130]
46,Mu (rocket family),Mu-3SII,Japan,Small lift expendable launch vehicle,"770 kg (1,700 lb)",,,1985,ISAS/Nissan/IHI,Retired,[130]
47,Mu (rocket family),Mu-4S,Japan,Small lift expendable launch vehicle,180 kg (400 lb),,,1971,ISAS/Nissan/IHI,Retired,[130]
48,Mu (rocket family),M-V,Japan,Small lift expendable launch vehicle,"1,850 kg (4,080 lb)",,"1,300 kg (2,900 lb) to Polar LEO",1997,ISAS/Nissan/IHI,Retired,[130]
49,N (rocket family),N-I,United States Japan,Small lift expendable launch vehicle,"1,200 kg (2,600 lb)",360 kg (790 lb),,1975,Mitsubishi Heavy Industries,Retired,[131]
50,N (rocket family),N-II,United States Japan,Medium lift expendable launch vehicle,"2,000 kg (4,400 lb)","730 kg (1,610 lb)",,1981,Mitsubishi Heavy Industries,Retired,[132]
51,Paektusan-1,Paektusan-1,North Korea,Small lift expendable launch vehicle,"700 kg (1,500 lb)",,,1998,KCST,Retired,[133]
52,Polar Satellite Launch Vehicle,PSLV-G,India,Medium lift expendable launch vehicle,"3,200 kg (7,100 lb)","1,050 kg (2,310 lb)","1,600 kg (3,500 lb) to SSO",1993,ISRO,Retired,[134]
53,Polar Satellite Launch Vehicle,PSLV-CA,India,Medium lift expendable launch vehicle,"2,100 kg (4,600 lb)",,"1,100 kg (2,400 lb) to SSO",2007,ISRO,In service,[134]
54,Polar Satellite Launch Vehicle,PSLV-XL,India,Medium lift expendable launch vehicle,"3,800 kg (8,400 lb)","1,300 kg (2,900 lb)","1,750 kg (3,860 lb) to SSO1,350 kg (2,980 lb) to TMI",2008,ISRO,In service,[134]
55,Polar Satellite Launch Vehicle,PSLV-DL,India,Medium lift expendable launch vehicle,"2,100 kg (4,600 lb)",,"1,100 kg (2,400 lb) to SSO",2019,ISRO,In service,[134]
56,Polar Satellite Launch Vehicle,PSLV-QL,India,Medium lift expendable launch vehicle,"3,800 kg (8,400 lb)","1,300 kg (2,900 lb)","1,750 kg (3,860 lb) to SSO1,350 kg (2,980 lb) to TMI",2019,ISRO,In service,[134]
57,Polar Satellite Launch Vehicle,PSLV-3S,India,Medium lift expendable launch vehicle,"500 kg (1,100 lb) (550 km (340 mi)",,,,ISRO,Concept only,[134]
58,Qonoos,Qonoos,Iran,Medium lift expendable launch vehicle,"3,500 kg (7,700 lb)","1,500 kg (3,300 lb)",,2025 (Projected),ISA,Under development,[citation needed]
59,RPS-420,Pengorbitan-1,Indonesia,Small lift expendable launch vehicle,25 kg (55 lb),,,TBD,LAPAN,Proposed,[135]
60,RPS-420,Pengorbitan-2,Indonesia,Small lift expendable launch vehicle,50 kg (110 lb),,,TBD,LAPAN,Proposed,[135]
61,S-Series (rocket family),SS-520,Japan,Small lift expendable launch vehicle,100 kg (220 lb) (>300 km (190 mi),,,1980,IHI Corporation,In service,[136]
62,Safir,Safir,Iran,Small lift expendable launch vehicle,65 kg (143 lb),,,2008,ISA,In service,[137]
63,Satellite Launch Vehicle,Satellite Launch Vehicle,India,Small lift expendable launch vehicle,40 kg (88 lb) (400 km (250 mi),,,1979,ISRO,Retired,[138]
64,Shavit,Shavit,Israel,Small lift expendable launch vehicle,"800 kg (1,800 lb)",,,1988,Israel Aerospace Industries,In service,[139]
65,Simorgh,Simorgh,Iran,Small lift expendable launch vehicle,350 kg (770 lb),,,2016 (Sub-orbital),ISA,Under development,[140]
66,Small Satellite Launch Vehicle,Small Satellite Launch Vehicle,India,Small lift expendable launch vehicle,"500 kg (1,100 lb) (500 km (310 mi))",,300 kg (660 lb),2020 (Planned),ISRO,Under development,[141]
67,TSLV,TSLV,Republic of China,Small lift expendable launch vehicle,50 kg (110 lb) (700 km (430 mi)),,,TBD,NSPO,Under development,[142][143]
68,Unha,Unha,North Korea,Small lift expendable launch vehicle,200 kg (440 lb) (465 km (289 mi) x 502 km (312 mi)),,,2009,KCST,In service,[144]
69,Unified Modular Launch Vehicle,ULV with 6 x S-13 boosters,India,Medium lift expendable launch vehicle,"4,500 kg (9,900 lb)","1,500 kg (3,300 lb)",,No earlier than 2022,ISRO,Under development,[91][145][146]
70,Unified Modular Launch Vehicle,ULV with 2 x S-60 boosters,India,Medium lift expendable launch vehicle,"10,000 kg (22,000 lb)","3,000 kg (6,600 lb)",,No earlier than 2022,ISRO,Under development,[91][145][146]
71,Unified Modular Launch Vehicle,ULV with 2 x S-139 boosters,India,Medium lift expendable launch vehicle,"12,000 kg (26,000 lb)","4,500 kg (9,900 lb)",,No earlier than 2022,ISRO,Under development,[91][145][146]
72,Unified Modular Launch Vehicle,ULV with 2 x S-200 boosters,India,Medium lift expendable launch vehicle,"15,000 kg (33,000 lb)","6,000 kg (13,000 lb)",,No earlier than 2022,ISRO,Under development,[91][145][146]
73,Unified Modular Launch Vehicle,HLV variant,India,Heavy lift expendable launch vehicle,"20,000 kg (44,000 lb)","10,000 kg (22,000 lb)",,2020s,ISRO,Under development,[91][145][146]
74,Unified Modular Launch Vehicle,SHLV variant,India,Super heavy lift expendable launch vehicle,"41,300 kg (91,100 lb)-60,000 kg (130,000 lb)","16,300 kg (35,900 lb)",,2020s,ISRO,Under development,[91][145][146]
75,Uydu Fırlatma Sistemi,Uydu Fırlatma Sistemi,Turkey,Small lift expendable launch vehicle,Microsatellites (700 km (430 mi)),,,TBD,ROKETSAN,Under development,[147]
76,Yun Feng SLV,Yun Feng SLV,Republic of China,Small lift expendable launch vehicle,200 kg (440 lb) (500 km (310 mi),,,TBD,NCSIST,Under development,[143]
